Epoch,Train_Loss,Validation_Loss
1,0.08608558452264829,0.08414633572101593
2,0.08299699611961842,0.08411052823066711
3,0.08300347592342984,0.08434807509183884
4,0.08271823603321206,0.08308400958776474
5,0.08236078477718613,0.08279383927583694
6,0.08178409917110746,0.08140915632247925
7,0.08123113079504533,0.08171521127223969
8,0.08041614277118986,0.08229658752679825
9,0.07955218089575117,0.08446338027715683
10,0.07857845757495273,0.08402742445468903
11,0.0775111143223264,0.0847056582570076
12,0.07650923271748153,0.0878814309835434
13,0.075726612217047,0.08543424308300018
14,0.07485006698830561,0.08508014678955078
15,0.07900612191720442,0.083343505859375
16,0.08270797827704386,0.08284749835729599
17,0.08208870447494766,0.08143018931150436
18,0.08083175596865741,0.07993977516889572
19,0.0791115676137534,0.07784681767225266
20,0.07777418856593696,0.07978449016809464
21,0.07681852037256415,0.07854890823364258
22,0.07624170996926048,0.07863622903823853
23,0.07535820386626503,0.07834552973508835
24,0.07510709525509314,0.07706291228532791
25,0.07427820715714585,0.07817290723323822
26,0.07375625741075385,0.08145295083522797
27,0.0732555358924649,0.07297627627849579
28,0.07314146530221809,0.07678879052400589
29,0.07266306487674062,0.07526407390832901
30,0.07230424457653002,0.07142788171768188
31,0.07207292030480775,0.07165693491697311
32,0.07177406600253149,0.07114920765161514
33,0.07182672602886503,0.07195072621107101
34,0.07116884755140002,0.07287570834159851
35,0.07099021835760637,0.07289984077215195
36,0.07105314240536907,0.07584484666585922
37,0.07060474970123985,0.0711863562464714
38,0.07040904089808464,0.07216818630695343
39,0.07001817412674427,0.0724460631608963
40,0.06968270851807161,0.07082139700651169
41,0.0699743547222831,0.07571735978126526
42,0.0693556552075527,0.07420286536216736
43,0.06966735795140266,0.07344722002744675
44,0.0690252250907096,0.07785243541002274
45,0.06881647497754205,0.07531305402517319
46,0.06873106854883107,0.07513274997472763
47,0.0683573933148926,0.07481243461370468
48,0.06837620493024588,0.07549750059843063
49,0.06784650175408884,0.07245142012834549
50,0.06763780277899721,0.07269197702407837
51,0.06744952669197862,0.07157666981220245
52,0.06726081178269604,0.07159779220819473
53,0.0672077208080075,0.07155558466911316
54,0.06667518463324416,0.07185802608728409
55,0.06647251935845072,0.07124698162078857
56,0.06621392613107507,0.07088262587785721
57,0.06614960298280824,0.07181040197610855
58,0.06605831093408844,0.07234039902687073
59,0.06564846643331376,0.07167517393827438
60,0.06547112390398979,0.07324238866567612
61,0.06517908942293037,0.06953807175159454
62,0.06496040887114676,0.07092582434415817
63,0.06454555656422269,0.06966610997915268
64,0.06439232038842006,0.07049116492271423
65,0.06447788514196873,0.07132658362388611
66,0.0639597416262735,0.0699465274810791
67,0.06361937209625136,0.07263578474521637
68,0.06363491603935306,0.06997161358594894
69,0.06335177374157039,0.07029826194047928
70,0.06303065473383124,0.07251375913619995
71,0.06315453105013479,0.0719410851597786
72,0.06248419333926656,0.0715857520699501
73,0.06224530181762847,0.06870950758457184
74,0.06221557552502914,0.07258938252925873
75,0.061736928214403713,0.07380275428295135
76,0.0622063876891678,0.06672488152980804
77,0.061496786180544986,0.07309830188751221
78,0.061241664331067695,0.0700581893324852
79,0.0608948523348028,0.07156898826360703
80,0.06083571140400388,0.07326788455247879
81,0.06051612476056272,0.07256069779396057
82,0.06033784362741492,0.07212578505277634
83,0.060185619883916595,0.06959310173988342
84,0.05986970934000882,0.0694638043642044
85,0.059614880603145466,0.06810307502746582
86,0.05916205471889539,0.06813175231218338
87,0.05876367606899955,0.06996919214725494
88,0.058792495761405335,0.07071462273597717
89,0.058989357711239296,0.06754538416862488
90,0.05815395137125796,0.06607761234045029
91,0.05838908212767406,0.06830175220966339
92,0.058009497144005516,0.0678742453455925
93,0.05772039184177464,0.07328467816114426
94,0.05786213854497129,0.06359078735113144
95,0.05740753027864478,0.06862930208444595
96,0.05728669413788752,0.06522296369075775
97,0.05712822384454987,0.06852581351995468
98,0.05664783445271579,0.06743922829627991
99,0.056438364342532375,0.06691168993711472
100,0.05604445925829085,0.06601129472255707
101,0.05575389220294627,0.06810975819826126
102,0.056184198284013706,0.06554562598466873
103,0.05523802754892544,0.0663386657834053
104,0.055468222719024525,0.06310678273439407
105,0.05514469412578778,0.07104024291038513
106,0.05488670278679241,0.06495581567287445
107,0.05489809396253391,0.0679265633225441
108,0.05481356797231869,0.06661481410264969
109,0.05478160506622358,0.06597841531038284
110,0.05394720404662869,0.06241810321807861
111,0.05396893916820938,0.06335526704788208
112,0.053353698500855404,0.06365467607975006
113,0.053398819555613125,0.06201508641242981
114,0.05358202018859712,0.06448166817426682
115,0.05349351922896775,0.06075464189052582
116,0.05282617555084554,0.06494303047657013
117,0.05319757293909788,0.0657438337802887
118,0.05309322340921922,0.06872129440307617
119,0.05248069077391516,0.06619507074356079
120,0.05285716412419623,0.062394894659519196
121,0.05270027750256387,0.06189020723104477
122,0.05204105986790224,0.06666140258312225
123,0.05201657810671763,0.06371048837900162
124,0.05175581151111559,0.06723085045814514
125,0.05173054329034957,0.06332346796989441
126,0.05159266496246511,0.06296870857477188
127,0.05146328867836432,0.06558763980865479
128,0.050997630269689995,0.06545993685722351
129,0.050814336335117165,0.06198206916451454
130,0.05054053935137662,0.06520679593086243
131,0.050307399169965225,0.06550374627113342
132,0.050475090318782764,0.060195162892341614
133,0.049926029687578026,0.065367192029953
134,0.04987745224074884,0.06055692210793495
135,0.04991622303019871,0.06272455304861069
136,0.049840457144786014,0.061019811779260635
137,0.04976654662327333,0.06304650753736496
138,0.049323674545369366,0.06187506020069122
139,0.0492565491321412,0.06324896961450577
140,0.04924850225109945,0.062641941010952
141,0.048800273036414925,0.05658157542347908
142,0.04873313763263551,0.0577894002199173
143,0.04892828637226061,0.05855528265237808
144,0.04900592455471104,0.05865415558218956
145,0.048903333615850315,0.05687672644853592
146,0.048742650246078316,0.05952686443924904
147,0.04858831299299544,0.058324508368968964
148,0.04832881460474296,0.05880947783589363
149,0.04832096143879674,0.05651959404349327
150,0.048172070560130203,0.0590188167989254
151,0.04805095426060937,0.06090175360441208
152,0.04766444582492113,0.06134033203125
153,0.0476128315045075,0.05779341235756874
154,0.04777617354623296,0.0592617429792881
155,0.04765433267774907,0.06133558228611946
156,0.0474599353461103,0.05962025374174118
157,0.047339313409545204,0.058375634253025055
158,0.04704015922139992,0.058007195591926575
159,0.04682221932506019,0.05964747816324234
160,0.0468737759034742,0.05848931893706322
161,0.047004319304092365,0.05911581218242645
162,0.04668076675046574,0.05788068845868111
163,0.04662655607204546,0.05547334626317024
164,0.04641608487476002,0.05622480437159538
165,0.04608400496230884,0.05491156503558159
166,0.046086678535423496,0.05669591203331947
167,0.04578994129869071,0.05584225058555603
168,0.04579576519741253,0.05667085573077202
169,0.04570600889961828,0.05994982644915581
170,0.046010898680172184,0.058667026460170746
171,0.04583617646924474,0.05618727579712868
172,0.04554907520386306,0.05737399682402611
173,0.04533475832166997,0.05712031573057175
174,0.045341258868575096,0.056274160742759705
175,0.045382288030602715,0.05494851991534233
176,0.04482346019622954,0.057494569569826126
177,0.04493008807978847,0.05484068766236305
178,0.04476855610581962,0.055946603417396545
179,0.04489623535085808,0.05298138037323952
180,0.0445438153533773,0.05769795551896095
181,0.04470729218287901,0.05746866762638092
182,0.045362321490591224,0.05627789348363876
183,0.044675696387209675,0.05695512890815735
184,0.0446617699820887,0.05726519599556923
185,0.0442289790477265,0.05527735874056816
186,0.04450324194675142,0.05594058707356453
187,0.044320001266896725,0.05487392470240593
188,0.044427129101346836,0.05433115363121033
189,0.04404178498820825,0.05689042806625366
190,0.0438633051446893,0.05346467345952988
191,0.04421240006658164,0.055972225964069366
192,0.04373885191638361,0.053843528032302856
193,0.04384559773924676,0.05300319939851761
194,0.043523495085537434,0.054933127015829086
195,0.04342127515172416,0.05730462074279785
196,0.043432522057132286,0.05734048783779144
197,0.043576007624241436,0.05527913570404053
198,0.043594462289051575,0.05891949310898781
199,0.04306975718248974,0.06062076613306999
200,0.04301393650133501,0.056150954216718674
